1,0.102
2,0.102
3,0.102
4,0.102
5,0.102
6,0.095
7,0.095
8,0.155
9,0.755
10,0.394
11,0.705
12,0.734
13,0.814
14,0.817
15,0.84
16,0.842
17,0.864
18,0.846
19,0.85
20,0.855
21,0.854
22,0.838
23,0.859
24,0.86
25,0.859
26,0.861
27,0.862
28,0.858
29,0.874
30,0.872
31,0.879
32,0.878
33,0.87
34,0.878
35,0.867
36,0.877
37,0.869
38,0.882
39,0.882
40,0.874
41,0.878
42,0.88
43,0.879
44,0.877
45,0.88
46,0.877
47,0.87
48,0.877
49,0.878
