2,0.101
4,0.259
6,0.419
8,0.422
10,0.538
12,0.63
14,0.618
16,0.653
18,0.678
20,0.729
22,0.743
24,0.762
26,0.772
28,0.782
30,0.782
32,0.811
34,0.801
36,0.805
38,0.802
40,0.803
42,0.827
44,0.848
46,0.837
48,0.842
50,0.822
52,0.784
54,0.759
56,0.718
58,0.286
60,0.521
62,0.377
64,0.202
66,0.281
68,0.202
70,0.198
72,0.275
74,0.19
76,0.191
78,0.19
80,0.198
82,0.106
84,0.174
86,0.106
88,0.178
90,0.106
92,0.106
94,0.106
96,0.106
98,0.106
